file,numeral,emotion,speaker,language1,language2,nationality,coordinates
25938.wav,13,question,57,English,Bengali,British,"(51.53,0.04)"
25940.wav,5,question,33,English,,British,"(51.50, -0.10)"
25942.wav,11,neutral,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
25943.wav,40,neutral,35,Urdu,,Pakistani,"(51.58,-0.34)"
25944.wav,30,question,91,Tamil,English,Indian,"(51.52,-0.04)"
25945.wav,8,neutral,21,Chinese,English,Chinese,
25946.wav,80,bored,61,Tamil,English,Indian,"(51.54, 0.05)"
25947.wav,0,question,106,Tamil,English,Indian,"(51.52,-0.04)"
25948.wav,1000000000,bored,146,English,Pashto,British,"(51.41,-0.30)"
25949.wav,1,neutral,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
25950.wav,20,neutral,145,Chinese,English,Chinese,"(51.52,-0.04)"
25952.wav,12,neutral,15,English,Tamil,Norwegian,"(51.57, 0.09)"
25953.wav,60,excited,48,Gujarati,English,Indian,"(19.07, 72.87)"
25958.wav,80,neutral,50,Tamil,English,Indian,"(51.52,-0.04)"
25959.wav,15,bored,19,,,,
25962.wav,17,bored,90,English,Igbo,Nigerian,"(6.4,3.4)"
25963.wav,18,bored,128,Portuguese,Spanish,Portuguese,"(38.90,-9.03)"
25965.wav,16,bored,130,English,,British,
25966.wav,1000000000,excited,107,Bravanese,English,British,"(51.57, -0.07)"
25969.wav,40,neutral,94,Russian,,Kazakhstan,"(49.8,73.1)"
25970.wav,15,neutral,98,Kannada,English,Indian,"(12.93,77.52)"
25971.wav,15,bored,0,German,,German,"(52.52, 13.40)"
25972.wav,19,neutral,133,English,,British,"(51.54, -0.14)"
25974.wav,1000000000,neutral,87,Punjabi,English,Indian,"(51.57,0.07)"
25975.wav,1000000000,excited,105,English,Punjabi,British,"(51.48,0.29)"
25976.wav,6,question,44,English,,Syrian,"(51.44, -0.21)"
25977.wav,100,excited,9,Dutch,English,Dutch,"(52.36, 4.90)"
25979.wav,14,neutral,67,English,,British,"(50.72, -3.54)"
25980.wav,14,bored,94,Russian,,Kazakhstan,"(49.8,73.1)"
25981.wav,17,bored,21,Chinese,English,Chinese,
25982.wav,1,question,107,Bravanese,English,British,"(51.57, -0.07)"
25983.wav,9,question,64,Nepalese,English,British,"51.26, -1.08"
25984.wav,40,neutral,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
25985.wav,8,neutral,75,,,,
25987.wav,11,excited,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
25989.wav,4,neutral,137,Urdu,English,Pakistani,"(24.86,67.00)"
25990.wav,6,neutral,110,Hindi,,Indian,"(23.02, 72.57)"
25991.wav,1,bored,55,Persian,English,Iranian,"(51.52,-0.04)"
25993.wav,1000,question,108,English,,British,"(51.38, -0.10)"
25994.wav,12,excited,86,Twi,English,British,"(51.59,-0.07)"
25996.wav,11,question,41,,,,
25997.wav,19,bored,114,Sindhi,English,Irish,"(24.86,67.00)"
25998.wav,1000000000,bored,112,Hindi,English,Indian,"(30.74,76.76)"
25999.wav,20,question,14,Malayalam,English,Indian,"(9.98,76.28)"
26002.wav,10,question,27,English,,British,"(51.54,-0.90)"
26003.wav,50,excited,143,Urdu,English,British,"(51.54,0.04)"
26004.wav,5,excited,114,Sindhi,English,Irish,"(24.86,67.00)"
26005.wav,70,bored,61,Tamil,English,Indian,"(51.54, 0.05)"
26006.wav,3,question,61,Tamil,English,Indian,"(51.54, 0.05)"
26007.wav,40,excited,11,English,Filipino,Filipino,"(14.67, 121.04)"
26008.wav,80,excited,76,Arabic,English,British,"(51.50, -0.58)"
26009.wav,20,neutral,22,Marathi,English,Indian,"(18.52, 73.85)"
26010.wav,11,question,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
26011.wav,6,question,153,Greek,English,Greek,"(40.63, 22.94)"
26012.wav,1000000000,question,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
26014.wav,10,neutral,48,Gujarati,English,Indian,"(19.07, 72.87)"
26015.wav,30,excited,59,Hindi,English,Indian,"(19.07,72.87)"
26016.wav,0,question,140,Malayalam,English,Indian,"(19.07,72.99)"
26017.wav,17,neutral,5,English,German,British,"(51.50, -0.12)"
26018.wav,8,question,97,Marathi,English,Indian,"(18.64, 73.78)"
26019.wav,3,neutral,79,Arabic,English,Egyptian,"(30.02,31.50)"
26020.wav,30,neutral,66,English,,British,"(51.477,0.190)"
26021.wav,14,bored,57,English,Bengali,British,"(51.53,0.04)"
26022.wav,2,question,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
26023.wav,0,question,14,Malayalam,English,Indian,"(9.98,76.28)"
26025.wav,17,question,18,Spanish,English,Spanish,"(28.15,-15.42)"
26026.wav,1,bored,27,English,,British,"(51.54,-0.90)"
26028.wav,15,question,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
26029.wav,1000000000,excited,0,German,,German,"(52.52, 13.40)"
26030.wav,14,question,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
26031.wav,15,bored,34,Chinese,English,Chinese,"(30.45,121.57)"
26032.wav,20,bored,99,,,,
26033.wav,20,bored,50,Tamil,English,Indian,"(51.52,-0.04)"
26037.wav,90,bored,76,Arabic,English,British,"(51.50, -0.58)"
26038.wav,10,neutral,125,Vietnamese,English,British,"(51.51,0.00)"
26039.wav,7,excited,88,English,Arabic,British,"(51.52,-0.22)"
26040.wav,60,bored,50,Tamil,English,Indian,"(51.52,-0.04)"
26041.wav,3,question,151,Hindi,,Indian,"(51.52, -0.04)"
26042.wav,100,bored,122,Bengali,English,Bangladeshi,"(23.74,90.38)"
26044.wav,12,neutral,130,English,,British,
26046.wav,50,neutral,39,English,Igbo,British,"(51.54,0.19)"
26047.wav,4,excited,53,English,,British,"(51.52, -0.09)"
26048.wav,5,excited,143,Urdu,English,British,"(51.54,0.04)"
26049.wav,40,neutral,39,English,Igbo,British,"(51.54,0.19)"
26050.wav,80,question,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
26051.wav,16,question,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
26052.wav,1000,neutral,83,,,,
26053.wav,1,bored,65,Hindi,English,Indian,"(51.54, 0.00)"
26054.wav,50,bored,130,English,,British,
26056.wav,4,excited,107,Bravanese,English,British,"(51.57, -0.07)"
26058.wav,4,question,18,Spanish,English,Spanish,"(28.15,-15.42)"
26059.wav,100,bored,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
26060.wav,15,neutral,142,Thai,English,Thai,"(13.58,100.75)"
26062.wav,13,question,49,Chinese,,Chinese,"(39.93,116.44)"
26064.wav,100,neutral,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
26065.wav,16,excited,61,Tamil,English,Indian,"(51.54, 0.05)"
26066.wav,40,bored,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
26067.wav,13,neutral,30,English,Malayalam,Indian,"(25.19, 55.29)"
26069.wav,2,excited,82,Urdu,English,Indian,"(22.71, 75.85)"
26070.wav,20,excited,140,Malayalam,English,Indian,"(19.07,72.99)"
26071.wav,3,question,144,Arabic,English,Saudi Arabian,"(21.76, 39.12)"
26072.wav,100,question,26,Hindi,English,Indian,"(24.19, 77.03)"
26073.wav,80,neutral,67,English,,British,"(50.72, -3.54)"
26074.wav,13,excited,6,Telugu,English,Indian,"(17.36, 78.47)"
26075.wav,20,bored,134,Urdu,English,Pakistani,"(33.68, 73.04)"
26076.wav,14,neutral,88,English,Arabic,British,"(51.52,-0.22)"
26077.wav,1000,neutral,11,English,Filipino,Filipino,"(14.67, 121.04)"
26079.wav,3,neutral,62,English,Yoruba,British,"(51.52, -0.04)"
26081.wav,13,bored,14,Malayalam,English,Indian,"(9.98,76.28)"
26082.wav,20,excited,98,Kannada,English,Indian,"(12.93,77.52)"
26083.wav,7,question,121,Kannada,English,Indian,"(12.97,77.59)"
26084.wav,3,neutral,112,Hindi,English,Indian,"(30.74,76.76)"
26086.wav,14,question,60,Amharic,English,British,"(51.53, -0.06)"
26089.wav,40,bored,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
26091.wav,10,question,126,English,Yoruba,Nigerian,"(27.20, 77.49)"
26092.wav,18,question,145,Chinese,English,Chinese,"(51.52,-0.04)"
26094.wav,10,neutral,49,Chinese,,Chinese,"(39.93,116.44)"
26095.wav,5,bored,128,Portuguese,Spanish,Portuguese,"(38.90,-9.03)"
26099.wav,40,question,70,Tamil,English,Indian,"(13.08,80.27)"
26100.wav,1,neutral,22,Marathi,English,Indian,"(18.52, 73.85)"
26102.wav,5,excited,151,Hindi,,Indian,"(51.52, -0.04)"
26103.wav,1000,bored,135,Arabic,,Palestinian,"(31.89, 35.20)"
26105.wav,1000,bored,122,Bengali,English,Bangladeshi,"(23.74,90.38)"
26106.wav,6,question,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
26108.wav,40,excited,14,Malayalam,English,Indian,"(9.98,76.28)"
26109.wav,13,neutral,29,Hindi,English,Indian,"(25.61,85.07)"
26112.wav,11,neutral,44,English,,Syrian,"(51.44, -0.21)"
26114.wav,8,bored,144,Arabic,English,Saudi Arabian,"(21.76, 39.12)"
26115.wav,1000000000,question,59,Hindi,English,Indian,"(19.07,72.87)"
26116.wav,6,bored,28,Chinese,English,Chinese,"(18.27,109.48)"
26117.wav,100,bored,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
26119.wav,1000,excited,150,Polish,English,Polish,"(52.22,21.01)"
26120.wav,80,excited,33,English,,British,"(51.50, -0.10)"
26123.wav,8,bored,42,Urdu,English,British,"(51.58, -0.27)"
26124.wav,30,bored,148,Arabic,English,Egyptian,"(51.55, 0.30)"
26125.wav,50,excited,38,Arabic,English,British,"(51.56, -0.11)"
26128.wav,13,question,59,Hindi,English,Indian,"(19.07,72.87)"
26130.wav,80,question,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
26131.wav,4,bored,139,Chinese,English,Chinese,"(30.35, 118.43)"
26133.wav,70,neutral,26,Hindi,English,Indian,"(24.19, 77.03)"
26135.wav,13,question,54,English,Hindi,Indian,"(13.08, 80.27)"
26137.wav,19,excited,41,,,,
26138.wav,10,neutral,106,Tamil,English,Indian,"(51.52,-0.04)"
26139.wav,1000000,excited,66,English,,British,"(51.477,0.190)"
26140.wav,18,neutral,34,Chinese,English,Chinese,"(30.45,121.57)"
26141.wav,11,bored,6,Telugu,English,Indian,"(17.36, 78.47)"
26142.wav,90,excited,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
26144.wav,30,neutral,49,Chinese,,Chinese,"(39.93,116.44)"
26145.wav,1000,bored,35,Urdu,,Pakistani,"(51.58,-0.34)"
26146.wav,14,bored,138,English,Italian,British,"(50.81, -3.50)"
26147.wav,60,bored,121,Kannada,English,Indian,"(12.97,77.59)"
26148.wav,2,question,94,Russian,,Kazakhstan,"(49.8,73.1)"
26150.wav,17,question,28,Chinese,English,Chinese,"(18.27,109.48)"
26151.wav,5,excited,109,English,Hindi,Indian,"(28.62,77.20)"
26154.wav,17,bored,53,English,,British,"(51.52, -0.09)"
26155.wav,20,excited,127,Chinese,English,Malaysian,"(2.80, 101.79)"
26157.wav,14,neutral,93,Chinese,English,Chinese,"(30.53,104.06)"
26158.wav,1000000000,bored,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
26159.wav,1,question,3,,,,
26161.wav,8,neutral,44,English,,Syrian,"(51.44, -0.21)"
26162.wav,18,question,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
26163.wav,14,bored,8,Chinese,English,Chinese,"(28.71, 115.90)"
26164.wav,5,excited,105,English,Punjabi,British,"(51.48,0.29)"
26165.wav,7,excited,45,English,Hindi,Indian,"(25.20, 55.27)"
26166.wav,60,excited,147,English,Fante,British,"(51.33, -0.01)"
26167.wav,8,excited,59,Hindi,English,Indian,"(19.07,72.87)"
26168.wav,11,excited,147,English,Fante,British,"(51.33, -0.01)"
26169.wav,12,question,147,English,Fante,British,"(51.33, -0.01)"
26170.wav,2,bored,72,English,,British,"(51.255, -0.31)"
26171.wav,50,neutral,24,Chinese,English,Chinese,"(23.13, 113,26)"
26172.wav,1,question,145,Chinese,English,Chinese,"(51.52,-0.04)"
26173.wav,12,excited,48,Gujarati,English,Indian,"(19.07, 72.87)"
26175.wav,17,bored,128,Portuguese,Spanish,Portuguese,"(38.90,-9.03)"
26176.wav,19,bored,86,Twi,English,British,"(51.59,-0.07)"
26177.wav,5,bored,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
26179.wav,4,excited,105,English,Punjabi,British,"(51.48,0.29)"
26181.wav,70,question,126,English,Yoruba,Nigerian,"(27.20, 77.49)"
26182.wav,6,neutral,152,,,,
26183.wav,8,bored,153,Greek,English,Greek,"(40.63, 22.94)"
26184.wav,5,excited,66,English,,British,"(51.477,0.190)"
26185.wav,80,excited,32,Telugu,English,Indian,"(17.56, 78.45)"
26188.wav,7,excited,27,English,,British,"(51.54,-0.90)"
26192.wav,30,bored,117,English,,British,"(51.64, -0.13)"
26194.wav,18,neutral,71,English,,British,"(51.56, 0.07)"
26195.wav,5,question,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
26196.wav,50,excited,81,Tamil,English,Indian,"(12.98,80.21)"
26197.wav,90,neutral,68,Tamil,English,Indian,"(51.34, 1.64)"
26198.wav,1000000000,neutral,29,Hindi,English,Indian,"(25.61,85.07)"
26199.wav,4,question,35,Urdu,,Pakistani,"(51.58,-0.34)"
26200.wav,40,bored,6,Telugu,English,Indian,"(17.36, 78.47)"
26202.wav,8,bored,117,English,,British,"(51.64, -0.13)"
26203.wav,1,bored,63,,,,
26205.wav,5,question,8,Chinese,English,Chinese,"(28.71, 115.90)"
26206.wav,1000000,bored,63,,,,
26209.wav,1000000,question,109,English,Hindi,Indian,"(28.62,77.20)"
26212.wav,1000000000,excited,110,Hindi,,Indian,"(23.02, 72.57)"
26213.wav,3,question,3,,,,
26215.wav,100,neutral,29,Hindi,English,Indian,"(25.61,85.07)"
26216.wav,60,question,87,Punjabi,English,Indian,"(51.57,0.07)"
26217.wav,16,excited,111,English,,British,"(51.40, 0.10)"
26219.wav,1000000000,neutral,31,English,French,British,"(52.21, 0.12)"
26220.wav,4,excited,108,English,,British,"(51.38, -0.10)"
26221.wav,13,neutral,77,Spanish,English,Mexican,"(20.66, -103.39)"
26222.wav,20,excited,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
26223.wav,19,neutral,18,Spanish,English,Spanish,"(28.15,-15.42)"
26226.wav,0,neutral,3,,,,
26227.wav,0,question,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
26229.wav,18,bored,127,Chinese,English,Malaysian,"(2.80, 101.79)"
26233.wav,6,excited,70,Tamil,English,Indian,"(13.08,80.27)"
26235.wav,15,excited,137,Urdu,English,Pakistani,"(24.86,67.00)"
26236.wav,4,question,153,Greek,English,Greek,"(40.63, 22.94)"
26237.wav,90,question,135,Arabic,,Palestinian,"(31.89, 35.20)"
26238.wav,0,excited,26,Hindi,English,Indian,"(24.19, 77.03)"
26239.wav,11,excited,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
26240.wav,20,neutral,138,English,Italian,British,"(50.81, -3.50)"
26242.wav,3,bored,4,Urdu,English,Indian,"(51.52, -0.04)"
26243.wav,19,excited,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
26244.wav,50,neutral,40,,,,
26245.wav,5,question,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
26246.wav,80,question,141,Urdu,English,Pakistani,"(24.86, 67.00)"
26247.wav,90,question,125,Vietnamese,English,British,"(51.51,0.00)"
26248.wav,19,question,88,English,Arabic,British,"(51.52,-0.22)"
26249.wav,17,neutral,22,Marathi,English,Indian,"(18.52, 73.85)"
26251.wav,10,question,101,Bengali,English,Indian,"(51.58,-0.43)"
26252.wav,19,neutral,122,Bengali,English,Bangladeshi,"(23.74,90.38)"
26253.wav,16,excited,9,Dutch,English,Dutch,"(52.36, 4.90)"
26254.wav,9,question,101,Bengali,English,Indian,"(51.58,-0.43)"
26255.wav,70,excited,138,English,Italian,British,"(50.81, -3.50)"
26257.wav,2,neutral,128,Portuguese,Spanish,Portuguese,"(38.90,-9.03)"
26258.wav,1000000000,excited,114,Sindhi,English,Irish,"(24.86,67.00)"
26259.wav,1000000000,excited,131,Polish,English,British,"(50.01, 20.98)"
26260.wav,4,question,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
26261.wav,1000,excited,120,Romanian,English,Romanian,"(44.33,23.79)"
26262.wav,90,excited,95,Chinese,English,Chinese,"(39.4, 115.7)"
26263.wav,50,neutral,151,Hindi,,Indian,"(51.52, -0.04)"
26266.wav,15,question,67,English,,British,"(50.72, -3.54)"
26267.wav,7,question,76,Arabic,English,British,"(51.50, -0.58)"
26269.wav,14,excited,34,Chinese,English,Chinese,"(30.45,121.57)"
26270.wav,18,excited,145,Chinese,English,Chinese,"(51.52,-0.04)"
26271.wav,18,excited,143,Urdu,English,British,"(51.54,0.04)"
26273.wav,17,neutral,76,Arabic,English,British,"(51.50, -0.58)"
26274.wav,1000,bored,125,Vietnamese,English,British,"(51.51,0.00)"
26275.wav,40,neutral,52,Chinese,English,Chinese,"(51.52,-0.04)"
26276.wav,9,neutral,109,English,Hindi,Indian,"(28.62,77.20)"
26277.wav,1,question,126,English,Yoruba,Nigerian,"(27.20, 77.49)"
26283.wav,20,excited,83,,,,
26284.wav,50,excited,83,,,,
26288.wav,5,bored,141,Urdu,English,Pakistani,"(24.86, 67.00)"
26289.wav,14,bored,137,Urdu,English,Pakistani,"(24.86,67.00)"
26290.wav,10,bored,99,,,,
26291.wav,5,bored,52,Chinese,English,Chinese,"(51.52,-0.04)"
26292.wav,1000000000,question,126,English,Yoruba,Nigerian,"(27.20, 77.49)"
26293.wav,1000000000,excited,120,Romanian,English,Romanian,"(44.33,23.79)"
26295.wav,1000000,bored,127,Chinese,English,Malaysian,"(2.80, 101.79)"
26297.wav,2,excited,53,English,,British,"(51.52, -0.09)"
26299.wav,20,bored,27,English,,British,"(51.54,-0.90)"
26300.wav,13,bored,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
26301.wav,1000,neutral,33,English,,British,"(51.50, -0.10)"
26303.wav,13,question,138,English,Italian,British,"(50.81, -3.50)"
26305.wav,15,question,127,Chinese,English,Malaysian,"(2.80, 101.79)"
26306.wav,1000,excited,8,Chinese,English,Chinese,"(28.71, 115.90)"
26309.wav,3,question,20,English,Yoruba,British,"(51.45, - 0.11)"
26311.wav,50,question,0,German,,German,"(52.52, 13.40)"
26312.wav,18,excited,76,Arabic,English,British,"(51.50, -0.58)"
26313.wav,20,neutral,86,Twi,English,British,"(51.59,-0.07)"
26314.wav,20,neutral,21,Chinese,English,Chinese,
26316.wav,13,bored,119,English,German,German,"(51.49, -0.12)"
26317.wav,8,question,8,Chinese,English,Chinese,"(28.71, 115.90)"
26318.wav,1000,neutral,4,Urdu,English,Indian,"(51.52, -0.04)"
26319.wav,3,bored,44,English,,Syrian,"(51.44, -0.21)"
26321.wav,70,question,20,English,Yoruba,British,"(51.45, - 0.11)"
26322.wav,20,neutral,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
26323.wav,18,neutral,12,Italian,English,Italian,"(43.61, 13.53)"
26326.wav,12,bored,140,Malayalam,English,Indian,"(19.07,72.99)"
26328.wav,0,neutral,150,Polish,English,Polish,"(52.22,21.01)"
26329.wav,17,excited,44,English,,Syrian,"(51.44, -0.21)"
26330.wav,17,bored,109,English,Hindi,Indian,"(28.62,77.20)"
26331.wav,17,bored,117,English,,British,"(51.64, -0.13)"
26332.wav,16,question,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
26333.wav,4,bored,64,Nepalese,English,British,"51.26, -1.08"
26334.wav,1,bored,4,Urdu,English,Indian,"(51.52, -0.04)"
26335.wav,12,question,14,Malayalam,English,Indian,"(9.98,76.28)"
26337.wav,90,excited,24,Chinese,English,Chinese,"(23.13, 113,26)"
26338.wav,70,question,119,English,German,German,"(51.49, -0.12)"
26339.wav,5,question,42,Urdu,English,British,"(51.58, -0.27)"
26340.wav,18,neutral,110,Hindi,,Indian,"(23.02, 72.57)"
26341.wav,20,bored,80,English,,Hong Kong,"(22.26, 114.16)"
26342.wav,3,bored,1,Chinese,,Chinese,"(51.52,-0.04)"
26343.wav,5,neutral,139,Chinese,English,Chinese,"(30.35, 118.43)"
26344.wav,60,question,49,Chinese,,Chinese,"(39.93,116.44)"
26345.wav,11,bored,15,English,Tamil,Norwegian,"(51.57, 0.09)"
26347.wav,20,question,11,English,Filipino,Filipino,"(14.67, 121.04)"
26348.wav,1,bored,9,Dutch,English,Dutch,"(52.36, 4.90)"
26349.wav,30,question,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
26350.wav,17,bored,21,Chinese,English,Chinese,
26351.wav,20,bored,76,Arabic,English,British,"(51.50, -0.58)"
26352.wav,0,neutral,40,,,,
26353.wav,1000,question,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
26354.wav,3,question,26,Hindi,English,Indian,"(24.19, 77.03)"
26355.wav,10,bored,54,English,Hindi,Indian,"(13.08, 80.27)"
26356.wav,4,excited,78,Malayalam,English,Indian,"(51.52, -0.04)"
26357.wav,1000000,neutral,75,,,,
26358.wav,60,question,0,German,,German,"(52.52, 13.40)"
26359.wav,8,bored,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
26360.wav,100,bored,114,Sindhi,English,Irish,"(24.86,67.00)"
26362.wav,30,bored,92,,,,
26363.wav,3,question,72,English,,British,"(51.255, -0.31)"
26364.wav,80,neutral,126,English,Yoruba,Nigerian,"(27.20, 77.49)"
26365.wav,5,question,148,Arabic,English,Egyptian,"(51.55, 0.30)"
26366.wav,3,excited,68,Tamil,English,Indian,"(51.34, 1.64)"
26367.wav,11,excited,62,English,Yoruba,British,"(51.52, -0.04)"
26369.wav,1000,question,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
26373.wav,19,neutral,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
26376.wav,40,bored,94,Russian,,Kazakhstan,"(49.8,73.1)"
26377.wav,20,excited,10,Chinese,English,Chinese,"(51.52,-0.04)"
26379.wav,40,excited,86,Twi,English,British,"(51.59,-0.07)"
26380.wav,50,neutral,81,Tamil,English,Indian,"(12.98,80.21)"
26381.wav,19,question,78,Malayalam,English,Indian,"(51.52, -0.04)"
26382.wav,13,neutral,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
26383.wav,90,excited,18,Spanish,English,Spanish,"(28.15,-15.42)"
26385.wav,2,excited,32,Telugu,English,Indian,"(17.56, 78.45)"
26386.wav,100,question,111,English,,British,"(51.40, 0.10)"
26387.wav,70,excited,88,English,Arabic,British,"(51.52,-0.22)"
26388.wav,80,excited,38,Arabic,English,British,"(51.56, -0.11)"
26389.wav,4,bored,26,Hindi,English,Indian,"(24.19, 77.03)"
26390.wav,4,bored,150,Polish,English,Polish,"(52.22,21.01)"
26391.wav,18,question,19,,,,
26395.wav,1,neutral,92,,,,
26396.wav,6,excited,37,Hindi,English,Indian,"(51.52,-0.04)"
26397.wav,1000000,excited,102,Yu,English,Chinese,"(32.05, 118.78)"
26398.wav,19,bored,93,Chinese,English,Chinese,"(30.53,104.06)"
26399.wav,15,excited,14,Malayalam,English,Indian,"(9.98,76.28)"
26401.wav,3,neutral,23,English,German,British,"(51.50,0.13)"
26403.wav,30,excited,38,Arabic,English,British,"(51.56, -0.11)"
26404.wav,1000,question,39,English,Igbo,British,"(51.54,0.19)"
26405.wav,60,bored,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
26406.wav,13,excited,148,Arabic,English,Egyptian,"(51.55, 0.30)"
26407.wav,80,bored,114,Sindhi,English,Irish,"(24.86,67.00)"
26408.wav,60,question,15,English,Tamil,Norwegian,"(51.57, 0.09)"
26409.wav,40,excited,130,English,,British,
26410.wav,90,bored,121,Kannada,English,Indian,"(12.97,77.59)"
26411.wav,17,excited,147,English,Fante,British,"(51.33, -0.01)"
26412.wav,12,question,45,English,Hindi,Indian,"(25.20, 55.27)"
26413.wav,70,bored,2,Hindi,English,Indian,"(26.82, 75.62)"
26414.wav,14,neutral,75,,,,
26415.wav,19,neutral,69,Hindi,English,Indian,"(28.68,77.34)"
26417.wav,7,excited,152,,,,
26419.wav,14,bored,53,English,,British,"(51.52, -0.09)"
26420.wav,17,neutral,98,Kannada,English,Indian,"(12.93,77.52)"
26421.wav,90,excited,92,,,,
26422.wav,9,question,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
26424.wav,1000,excited,109,English,Hindi,Indian,"(28.62,77.20)"
26427.wav,2,excited,67,English,,British,"(50.72, -3.54)"
26428.wav,90,excited,38,Arabic,English,British,"(51.56, -0.11)"
26429.wav,19,question,11,English,Filipino,Filipino,"(14.67, 121.04)"
26430.wav,13,neutral,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
26432.wav,1000000000,question,88,English,Arabic,British,"(51.52,-0.22)"
26433.wav,16,question,86,Twi,English,British,"(51.59,-0.07)"
26435.wav,18,bored,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
26436.wav,20,question,41,,,,
26437.wav,70,question,47,Greek,English,Greek,"(40.63, 22.93)"
26440.wav,50,excited,105,English,Punjabi,British,"(51.48,0.29)"
26442.wav,20,question,6,Telugu,English,Indian,"(17.36, 78.47)"
26444.wav,1,bored,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
26446.wav,8,question,65,Hindi,English,Indian,"(51.54, 0.00)"
26447.wav,17,question,139,Chinese,English,Chinese,"(30.35, 118.43)"
26449.wav,20,neutral,141,Urdu,English,Pakistani,"(24.86, 67.00)"
26450.wav,100,question,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
26451.wav,18,question,126,English,Yoruba,Nigerian,"(27.20, 77.49)"
26452.wav,9,question,3,,,,
26455.wav,12,excited,133,English,,British,"(51.54, -0.14)"
26456.wav,17,excited,71,English,,British,"(51.56, 0.07)"
26459.wav,6,excited,136,Tamil,English,Indian,"(13.08, 80.27)"
26461.wav,100,neutral,41,,,,
26462.wav,14,bored,59,Hindi,English,Indian,"(19.07,72.87)"
26463.wav,50,neutral,27,English,,British,"(51.54,-0.90)"
26464.wav,40,question,109,English,Hindi,Indian,"(28.62,77.20)"
26465.wav,30,neutral,152,,,,
26466.wav,19,question,27,English,,British,"(51.54,-0.90)"
26467.wav,80,question,110,Hindi,,Indian,"(23.02, 72.57)"
26468.wav,90,bored,136,Tamil,English,Indian,"(13.08, 80.27)"
26469.wav,6,question,10,Chinese,English,Chinese,"(51.52,-0.04)"
26470.wav,2,question,28,Chinese,English,Chinese,"(18.27,109.48)"
26471.wav,1000,question,80,English,,Hong Kong,"(22.26, 114.16)"
26472.wav,15,excited,146,English,Pashto,British,"(51.41,-0.30)"
26474.wav,1,excited,55,Persian,English,Iranian,"(51.52,-0.04)"
26475.wav,16,bored,95,Chinese,English,Chinese,"(39.4, 115.7)"
26476.wav,60,bored,93,Chinese,English,Chinese,"(30.53,104.06)"
26478.wav,11,question,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
26480.wav,9,neutral,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
26482.wav,2,neutral,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
26484.wav,100,excited,119,English,German,German,"(51.49, -0.12)"
26485.wav,3,bored,30,English,Malayalam,Indian,"(25.19, 55.29)"
26486.wav,4,question,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
26487.wav,13,question,86,Twi,English,British,"(51.59,-0.07)"
26488.wav,4,question,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
26491.wav,80,excited,11,English,Filipino,Filipino,"(14.67, 121.04)"
26493.wav,15,neutral,40,,,,
