file,numeral,emotion,speaker,language1,language2,nationality,coordinates
21915.wav,17,neutral,20,English,Yoruba,British,"(51.45, - 0.11)"
21918.wav,40,neutral,53,English,,British,"(51.52, -0.09)"
21920.wav,60,neutral,112,Hindi,English,Indian,"(30.74,76.76)"
21921.wav,16,bored,34,Chinese,English,Chinese,"(30.45,121.57)"
21922.wav,16,question,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
21923.wav,100,bored,62,English,Yoruba,British,"(51.52, -0.04)"
21924.wav,15,question,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
21928.wav,17,neutral,106,Tamil,English,Indian,"(51.52,-0.04)"
21936.wav,70,question,88,English,Arabic,British,"(51.52,-0.22)"
21938.wav,5,question,53,English,,British,"(51.52, -0.09)"
21939.wav,60,neutral,55,Persian,English,Iranian,"(51.52,-0.04)"
21941.wav,90,bored,68,Tamil,English,Indian,"(51.34, 1.64)"
21944.wav,1,bored,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
21945.wav,30,neutral,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
21946.wav,6,neutral,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
21948.wav,7,neutral,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
21949.wav,50,excited,69,Hindi,English,Indian,"(28.68,77.34)"
21951.wav,18,neutral,28,Chinese,English,Chinese,"(18.27,109.48)"
21952.wav,40,bored,73,Chinese,English,Chinese,"(31.26,121.47)"
21954.wav,70,question,15,English,Tamil,Norwegian,"(51.57, 0.09)"
21957.wav,1000,excited,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
21958.wav,1000,neutral,114,Sindhi,English,Irish,"(24.86,67.00)"
21961.wav,4,excited,47,Greek,English,Greek,"(40.63, 22.93)"
21962.wav,50,neutral,98,Kannada,English,Indian,"(12.93,77.52)"
21963.wav,13,neutral,87,Punjabi,English,Indian,"(51.57,0.07)"
21964.wav,18,neutral,47,Greek,English,Greek,"(40.63, 22.93)"
21965.wav,1,question,69,Hindi,English,Indian,"(28.68,77.34)"
21966.wav,16,bored,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
21967.wav,90,bored,61,Tamil,English,Indian,"(51.54, 0.05)"
21970.wav,4,excited,2,Hindi,English,Indian,"(26.82, 75.62)"
21971.wav,8,neutral,72,English,,British,"(51.255, -0.31)"
21972.wav,4,excited,88,English,Arabic,British,"(51.52,-0.22)"
21973.wav,9,neutral,85,English,Arabic,British,"(51.56,-0.25)"
21974.wav,14,question,26,Hindi,English,Indian,"(24.19, 77.03)"
21977.wav,1000000,bored,85,English,Arabic,British,"(51.56,-0.25)"
21978.wav,50,neutral,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
21979.wav,50,bored,29,Hindi,English,Indian,"(25.61,85.07)"
21984.wav,90,bored,11,English,Filipino,Filipino,"(14.67, 121.04)"
21986.wav,6,bored,9,Dutch,English,Dutch,"(52.36, 4.90)"
21991.wav,100,question,14,Malayalam,English,Indian,"(9.98,76.28)"
21992.wav,15,question,85,English,Arabic,British,"(51.56,-0.25)"
21995.wav,100,neutral,117,English,,British,"(51.64, -0.13)"
21997.wav,1,question,57,English,Bengali,British,"(51.53,0.04)"
21999.wav,11,question,87,Punjabi,English,Indian,"(51.57,0.07)"
22000.wav,1000000,excited,20,English,Yoruba,British,"(51.45, - 0.11)"
22001.wav,10,bored,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
22003.wav,14,excited,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
22004.wav,50,excited,93,Chinese,English,Chinese,"(30.53,104.06)"
22006.wav,50,bored,32,Telugu,English,Indian,"(17.56, 78.45)"
22008.wav,19,bored,48,Gujarati,English,Indian,"(19.07, 72.87)"
22013.wav,3,bored,33,English,,British,"(51.50, -0.10)"
22014.wav,10,bored,12,Italian,English,Italian,"(43.61, 13.53)"
22016.wav,16,question,20,English,Yoruba,British,"(51.45, - 0.11)"
22017.wav,10,neutral,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
22018.wav,13,question,80,English,,Hong Kong,"(22.26, 114.16)"
22021.wav,14,excited,108,English,,British,"(51.38, -0.10)"
22023.wav,5,neutral,72,English,,British,"(51.255, -0.31)"
22024.wav,2,neutral,56,English,Twi,British,"(51.04, 0.17)"
22026.wav,1000,question,0,German,,German,"(52.52, 13.40)"
22027.wav,60,excited,111,English,,British,"(51.40, 0.10)"
22029.wav,7,excited,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
22031.wav,80,excited,72,English,,British,"(51.255, -0.31)"
22032.wav,18,neutral,60,Amharic,English,British,"(51.53, -0.06)"
22036.wav,16,excited,10,Chinese,English,Chinese,"(51.52,-0.04)"
22039.wav,30,neutral,117,English,,British,"(51.64, -0.13)"
22041.wav,3,neutral,67,English,,British,"(50.72, -3.54)"
22042.wav,14,neutral,46,Chinese,,Chinese,"(43.88, 125.35)"
22043.wav,1000000000,excited,48,Gujarati,English,Indian,"(19.07, 72.87)"
22047.wav,1000000,question,23,English,German,British,"(51.50,0.13)"
22048.wav,1000,excited,42,Urdu,English,British,"(51.58, -0.27)"
22049.wav,30,bored,34,Chinese,English,Chinese,"(30.45,121.57)"
22050.wav,2,question,56,English,Twi,British,"(51.04, 0.17)"
22051.wav,6,neutral,65,Hindi,English,Indian,"(51.54, 0.00)"
22053.wav,17,bored,112,Hindi,English,Indian,"(30.74,76.76)"
22054.wav,19,bored,119,English,German,German,"(51.49, -0.12)"
22056.wav,11,neutral,97,Marathi,English,Indian,"(18.64, 73.78)"
22057.wav,19,excited,44,English,,Syrian,"(51.44, -0.21)"
22058.wav,5,excited,29,Hindi,English,Indian,"(25.61,85.07)"
22059.wav,20,bored,82,Urdu,English,Indian,"(22.71, 75.85)"
22062.wav,0,question,68,Tamil,English,Indian,"(51.34, 1.64)"
22065.wav,50,question,65,Hindi,English,Indian,"(51.54, 0.00)"
22067.wav,9,excited,34,Chinese,English,Chinese,"(30.45,121.57)"
22070.wav,1000000,excited,0,German,,German,"(52.52, 13.40)"
22071.wav,2,neutral,109,English,Hindi,Indian,"(28.62,77.20)"
22072.wav,16,excited,57,English,Bengali,British,"(51.53,0.04)"
22073.wav,0,bored,60,Amharic,English,British,"(51.53, -0.06)"
22074.wav,11,question,19,,,,
22075.wav,100,question,5,English,German,British,"(51.50, -0.12)"
22076.wav,100,excited,114,Sindhi,English,Irish,"(24.86,67.00)"
22078.wav,8,question,67,English,,British,"(50.72, -3.54)"
22079.wav,3,question,45,English,Hindi,Indian,"(25.20, 55.27)"
22080.wav,19,excited,42,Urdu,English,British,"(51.58, -0.27)"
22083.wav,1000000,excited,48,Gujarati,English,Indian,"(19.07, 72.87)"
22084.wav,7,neutral,1,Chinese,,Chinese,"(51.52,-0.04)"
22085.wav,10,bored,110,Hindi,,Indian,"(23.02, 72.57)"
22088.wav,1000,question,82,Urdu,English,Indian,"(22.71, 75.85)"
22090.wav,20,bored,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
22091.wav,6,question,66,English,,British,"(51.477,0.190)"
22092.wav,7,question,111,English,,British,"(51.40, 0.10)"
22094.wav,7,bored,12,Italian,English,Italian,"(43.61, 13.53)"
22095.wav,5,question,76,Arabic,English,British,"(51.50, -0.58)"
22096.wav,16,bored,15,English,Tamil,Norwegian,"(51.57, 0.09)"
22097.wav,8,neutral,60,Amharic,English,British,"(51.53, -0.06)"
22099.wav,8,bored,28,Chinese,English,Chinese,"(18.27,109.48)"
22100.wav,1000,excited,18,Spanish,English,Spanish,"(28.15,-15.42)"
22103.wav,70,excited,99,,,,
22108.wav,1000,excited,40,,,,
22109.wav,30,neutral,2,Hindi,English,Indian,"(26.82, 75.62)"
22110.wav,11,bored,82,Urdu,English,Indian,"(22.71, 75.85)"
22111.wav,90,question,14,Malayalam,English,Indian,"(9.98,76.28)"
22112.wav,19,question,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
22114.wav,60,excited,1,Chinese,,Chinese,"(51.52,-0.04)"
22115.wav,15,neutral,12,Italian,English,Italian,"(43.61, 13.53)"
22117.wav,2,bored,21,Chinese,English,Chinese,
22120.wav,12,neutral,55,Persian,English,Iranian,"(51.52,-0.04)"
22121.wav,100,question,41,,,,
22125.wav,1,neutral,85,English,Arabic,British,"(51.56,-0.25)"
22128.wav,9,question,105,English,Punjabi,British,"(51.48,0.29)"
22129.wav,15,excited,118,,,,
22130.wav,17,question,32,Telugu,English,Indian,"(17.56, 78.45)"
22131.wav,0,question,42,Urdu,English,British,"(51.58, -0.27)"
22134.wav,60,excited,71,English,,British,"(51.56, 0.07)"
22135.wav,3,neutral,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
22136.wav,80,neutral,60,Amharic,English,British,"(51.53, -0.06)"
22138.wav,20,excited,10,Chinese,English,Chinese,"(51.52,-0.04)"
22140.wav,60,neutral,110,Hindi,,Indian,"(23.02, 72.57)"
22141.wav,6,neutral,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
22142.wav,30,question,8,Chinese,English,Chinese,"(28.71, 115.90)"
22143.wav,16,question,56,English,Twi,British,"(51.04, 0.17)"
22144.wav,1000,bored,65,Hindi,English,Indian,"(51.54, 0.00)"
22145.wav,1000000,excited,44,English,,Syrian,"(51.44, -0.21)"
22146.wav,80,bored,94,Russian,,Kazakhstan,"(49.8,73.1)"
22147.wav,10,question,41,,,,
22149.wav,60,question,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
22151.wav,11,excited,52,Chinese,English,Chinese,"(51.52,-0.04)"
22153.wav,1,neutral,76,Arabic,English,British,"(51.50, -0.58)"
22155.wav,11,question,92,,,,
22156.wav,10,bored,70,Tamil,English,Indian,"(13.08,80.27)"
22157.wav,60,excited,86,Twi,English,British,"(51.59,-0.07)"
22160.wav,30,neutral,32,Telugu,English,Indian,"(17.56, 78.45)"
22163.wav,1000000,question,44,English,,Syrian,"(51.44, -0.21)"
22166.wav,10,excited,22,Marathi,English,Indian,"(18.52, 73.85)"
22167.wav,40,bored,65,Hindi,English,Indian,"(51.54, 0.00)"
22168.wav,3,excited,63,,,,
22169.wav,11,excited,85,English,Arabic,British,"(51.56,-0.25)"
22171.wav,8,excited,11,English,Filipino,Filipino,"(14.67, 121.04)"
22172.wav,2,neutral,26,Hindi,English,Indian,"(24.19, 77.03)"
22173.wav,40,question,69,Hindi,English,Indian,"(28.68,77.34)"
22174.wav,7,neutral,70,Tamil,English,Indian,"(13.08,80.27)"
22177.wav,0,bored,44,English,,Syrian,"(51.44, -0.21)"
22179.wav,2,question,69,Hindi,English,Indian,"(28.68,77.34)"
22180.wav,0,question,105,English,Punjabi,British,"(51.48,0.29)"
22183.wav,40,neutral,8,Chinese,English,Chinese,"(28.71, 115.90)"
22184.wav,15,excited,90,English,Igbo,Nigerian,"(6.4,3.4)"
22185.wav,100,question,118,,,,
22186.wav,40,question,33,English,,British,"(51.50, -0.10)"
22189.wav,20,question,53,English,,British,"(51.52, -0.09)"
22193.wav,30,excited,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
22195.wav,100,neutral,112,Hindi,English,Indian,"(30.74,76.76)"
22197.wav,90,question,32,Telugu,English,Indian,"(17.56, 78.45)"
22198.wav,3,bored,49,Chinese,,Chinese,"(39.93,116.44)"
22200.wav,70,excited,31,English,French,British,"(52.21, 0.12)"
22202.wav,12,question,80,English,,Hong Kong,"(22.26, 114.16)"
22203.wav,1000000000,excited,1,Chinese,,Chinese,"(51.52,-0.04)"
22206.wav,10,excited,41,,,,
22209.wav,1000,neutral,27,English,,British,"(51.54,-0.90)"
22214.wav,1,excited,31,English,French,British,"(52.21, 0.12)"
22215.wav,60,excited,85,English,Arabic,British,"(51.56,-0.25)"
22217.wav,6,excited,101,Bengali,English,Indian,"(51.58,-0.43)"
22220.wav,13,excited,66,English,,British,"(51.477,0.190)"
22223.wav,5,question,111,English,,British,"(51.40, 0.10)"
22225.wav,1000000,excited,24,Chinese,English,Chinese,"(23.13, 113,26)"
22227.wav,10,question,68,Tamil,English,Indian,"(51.34, 1.64)"
22230.wav,18,bored,32,Telugu,English,Indian,"(17.56, 78.45)"
22232.wav,15,excited,41,,,,
22234.wav,50,neutral,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
22235.wav,13,neutral,33,English,,British,"(51.50, -0.10)"
22238.wav,1,question,0,German,,German,"(52.52, 13.40)"
22239.wav,90,bored,78,Malayalam,English,Indian,"(51.52, -0.04)"
22245.wav,50,question,81,Tamil,English,Indian,"(12.98,80.21)"
22250.wav,14,excited,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
22252.wav,100,question,54,English,Hindi,Indian,"(13.08, 80.27)"
22253.wav,100,neutral,71,English,,British,"(51.56, 0.07)"
22254.wav,1000,neutral,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
22257.wav,70,question,8,Chinese,English,Chinese,"(28.71, 115.90)"
22258.wav,2,excited,28,Chinese,English,Chinese,"(18.27,109.48)"
22262.wav,6,question,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
22264.wav,1000000,neutral,70,Tamil,English,Indian,"(13.08,80.27)"
22265.wav,7,bored,24,Chinese,English,Chinese,"(23.13, 113,26)"
22266.wav,40,question,5,English,German,British,"(51.50, -0.12)"
22267.wav,19,bored,90,English,Igbo,Nigerian,"(6.4,3.4)"
22268.wav,7,excited,105,English,Punjabi,British,"(51.48,0.29)"
22269.wav,10,excited,105,English,Punjabi,British,"(51.48,0.29)"
22270.wav,1000000,neutral,56,English,Twi,British,"(51.04, 0.17)"
22271.wav,17,excited,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
22272.wav,4,neutral,57,English,Bengali,British,"(51.53,0.04)"
22273.wav,19,excited,90,English,Igbo,Nigerian,"(6.4,3.4)"
22274.wav,5,excited,0,German,,German,"(52.52, 13.40)"
22277.wav,3,neutral,97,Marathi,English,Indian,"(18.64, 73.78)"
22278.wav,60,question,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
22281.wav,0,bored,42,Urdu,English,British,"(51.58, -0.27)"
22283.wav,80,excited,0,German,,German,"(52.52, 13.40)"
22285.wav,12,excited,10,Chinese,English,Chinese,"(51.52,-0.04)"
22286.wav,12,neutral,4,Urdu,English,Indian,"(51.52, -0.04)"
22287.wav,40,neutral,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
22288.wav,16,question,73,Chinese,English,Chinese,"(31.26,121.47)"
22290.wav,19,bored,120,Romanian,English,Romanian,"(44.33,23.79)"
22291.wav,9,excited,33,English,,British,"(51.50, -0.10)"
22294.wav,100,question,61,Tamil,English,Indian,"(51.54, 0.05)"
22297.wav,14,neutral,85,English,Arabic,British,"(51.56,-0.25)"
22298.wav,100,question,109,English,Hindi,Indian,"(28.62,77.20)"
22299.wav,100,bored,55,Persian,English,Iranian,"(51.52,-0.04)"
22300.wav,11,excited,108,English,,British,"(51.38, -0.10)"
22304.wav,70,neutral,50,Tamil,English,Indian,"(51.52,-0.04)"
22305.wav,14,excited,22,Marathi,English,Indian,"(18.52, 73.85)"
22306.wav,1000000000,excited,71,English,,British,"(51.56, 0.07)"
22312.wav,1000000000,bored,83,,,,
22313.wav,20,excited,28,Chinese,English,Chinese,"(18.27,109.48)"
22316.wav,80,excited,90,English,Igbo,Nigerian,"(6.4,3.4)"
22317.wav,5,question,67,English,,British,"(50.72, -3.54)"
22320.wav,1000000000,excited,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
22324.wav,0,excited,39,English,Igbo,British,"(51.54,0.19)"
22326.wav,90,question,73,Chinese,English,Chinese,"(31.26,121.47)"
22329.wav,30,neutral,54,English,Hindi,Indian,"(13.08, 80.27)"
22332.wav,1000,excited,8,Chinese,English,Chinese,"(28.71, 115.90)"
22333.wav,9,excited,61,Tamil,English,Indian,"(51.54, 0.05)"
22336.wav,15,question,19,,,,
22337.wav,0,excited,47,Greek,English,Greek,"(40.63, 22.93)"
22339.wav,0,neutral,110,Hindi,,Indian,"(23.02, 72.57)"
22344.wav,9,question,46,Chinese,,Chinese,"(43.88, 125.35)"
22345.wav,70,question,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
22346.wav,10,question,71,English,,British,"(51.56, 0.07)"
22347.wav,1000,neutral,71,English,,British,"(51.56, 0.07)"
22348.wav,5,question,73,Chinese,English,Chinese,"(31.26,121.47)"
22351.wav,19,question,4,Urdu,English,Indian,"(51.52, -0.04)"
22352.wav,60,neutral,26,Hindi,English,Indian,"(24.19, 77.03)"
22357.wav,80,excited,59,Hindi,English,Indian,"(19.07,72.87)"
22360.wav,5,neutral,11,English,Filipino,Filipino,"(14.67, 121.04)"
22361.wav,30,bored,106,Tamil,English,Indian,"(51.52,-0.04)"
22362.wav,2,bored,39,English,Igbo,British,"(51.54,0.19)"
22366.wav,70,question,65,Hindi,English,Indian,"(51.54, 0.00)"
22368.wav,60,question,60,Amharic,English,British,"(51.53, -0.06)"
22369.wav,80,bored,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
22370.wav,30,question,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
22371.wav,2,excited,1,Chinese,,Chinese,"(51.52,-0.04)"
22374.wav,14,excited,26,Hindi,English,Indian,"(24.19, 77.03)"
22376.wav,100,excited,111,English,,British,"(51.40, 0.10)"
22377.wav,4,neutral,112,Hindi,English,Indian,"(30.74,76.76)"
22378.wav,60,excited,40,,,,
22380.wav,8,question,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
22382.wav,60,excited,77,Spanish,English,Mexican,"(20.66, -103.39)"
22383.wav,13,excited,76,Arabic,English,British,"(51.50, -0.58)"
22384.wav,16,neutral,72,English,,British,"(51.255, -0.31)"
22385.wav,14,bored,91,Tamil,English,Indian,"(51.52,-0.04)"
22386.wav,8,bored,72,English,,British,"(51.255, -0.31)"
22393.wav,13,bored,68,Tamil,English,Indian,"(51.34, 1.64)"
22397.wav,8,neutral,53,English,,British,"(51.52, -0.09)"
22400.wav,7,question,87,Punjabi,English,Indian,"(51.57,0.07)"
22401.wav,90,excited,9,Dutch,English,Dutch,"(52.36, 4.90)"
22402.wav,10,neutral,27,English,,British,"(51.54,-0.90)"
22403.wav,1000000,excited,31,English,French,British,"(52.21, 0.12)"
22404.wav,18,excited,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
22407.wav,60,bored,66,English,,British,"(51.477,0.190)"
22412.wav,60,excited,112,Hindi,English,Indian,"(30.74,76.76)"
22413.wav,15,neutral,86,Twi,English,British,"(51.59,-0.07)"
22416.wav,18,bored,42,Urdu,English,British,"(51.58, -0.27)"
22417.wav,1000000000,excited,18,Spanish,English,Spanish,"(28.15,-15.42)"
22418.wav,0,question,117,English,,British,"(51.64, -0.13)"
22419.wav,100,bored,49,Chinese,,Chinese,"(39.93,116.44)"
22420.wav,18,question,41,,,,
22421.wav,4,question,110,Hindi,,Indian,"(23.02, 72.57)"
22422.wav,8,excited,40,,,,
22423.wav,19,question,31,English,French,British,"(52.21, 0.12)"
22424.wav,80,bored,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
22431.wav,16,excited,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
22432.wav,2,neutral,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
22433.wav,60,excited,110,Hindi,,Indian,"(23.02, 72.57)"
22434.wav,60,bored,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
22435.wav,13,question,14,Malayalam,English,Indian,"(9.98,76.28)"
22436.wav,50,neutral,49,Chinese,,Chinese,"(39.93,116.44)"
22437.wav,17,question,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
22438.wav,9,excited,60,Amharic,English,British,"(51.53, -0.06)"
22439.wav,40,bored,40,,,,
22443.wav,6,bored,29,Hindi,English,Indian,"(25.61,85.07)"
22444.wav,90,question,99,,,,
22445.wav,17,excited,61,Tamil,English,Indian,"(51.54, 0.05)"
22446.wav,50,bored,37,Hindi,English,Indian,"(51.52,-0.04)"
22448.wav,80,question,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
22449.wav,6,bored,61,Tamil,English,Indian,"(51.54, 0.05)"
22450.wav,7,neutral,55,Persian,English,Iranian,"(51.52,-0.04)"
22451.wav,5,neutral,86,Twi,English,British,"(51.59,-0.07)"
22454.wav,7,question,120,Romanian,English,Romanian,"(44.33,23.79)"
22456.wav,0,bored,48,Gujarati,English,Indian,"(19.07, 72.87)"
22459.wav,50,bored,2,Hindi,English,Indian,"(26.82, 75.62)"
22461.wav,11,neutral,75,,,,
22465.wav,40,question,87,Punjabi,English,Indian,"(51.57,0.07)"
22466.wav,11,question,114,Sindhi,English,Irish,"(24.86,67.00)"
22469.wav,90,question,23,English,German,British,"(51.50,0.13)"
22470.wav,1000000000,question,29,Hindi,English,Indian,"(25.61,85.07)"
22471.wav,80,bored,28,Chinese,English,Chinese,"(18.27,109.48)"
22474.wav,4,excited,70,Tamil,English,Indian,"(13.08,80.27)"
22475.wav,8,question,54,English,Hindi,Indian,"(13.08, 80.27)"
22476.wav,17,neutral,86,Twi,English,British,"(51.59,-0.07)"
22477.wav,7,bored,67,English,,British,"(50.72, -3.54)"
22478.wav,60,question,91,Tamil,English,Indian,"(51.52,-0.04)"
22479.wav,14,bored,81,Tamil,English,Indian,"(12.98,80.21)"
22480.wav,18,bored,120,Romanian,English,Romanian,"(44.33,23.79)"
22482.wav,0,neutral,72,English,,British,"(51.255, -0.31)"
22483.wav,4,excited,52,Chinese,English,Chinese,"(51.52,-0.04)"
22484.wav,6,bored,29,Hindi,English,Indian,"(25.61,85.07)"
22489.wav,4,bored,49,Chinese,,Chinese,"(39.93,116.44)"
22494.wav,18,excited,34,Chinese,English,Chinese,"(30.45,121.57)"
22495.wav,1000000000,bored,90,English,Igbo,Nigerian,"(6.4,3.4)"
22496.wav,15,question,110,Hindi,,Indian,"(23.02, 72.57)"
22497.wav,3,excited,33,English,,British,"(51.50, -0.10)"
22498.wav,18,bored,71,English,,British,"(51.56, 0.07)"
22501.wav,8,excited,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
22508.wav,12,neutral,88,English,Arabic,British,"(51.52,-0.22)"
22509.wav,2,neutral,40,,,,
22510.wav,90,excited,56,English,Twi,British,"(51.04, 0.17)"
22512.wav,30,question,46,Chinese,,Chinese,"(43.88, 125.35)"
22513.wav,20,bored,4,Urdu,English,Indian,"(51.52, -0.04)"
22516.wav,20,excited,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
22518.wav,5,bored,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
22519.wav,5,neutral,119,English,German,German,"(51.49, -0.12)"
22520.wav,90,question,83,,,,
22521.wav,80,neutral,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
22523.wav,5,bored,35,Urdu,,Pakistani,"(51.58,-0.34)"
22524.wav,3,question,5,English,German,British,"(51.50, -0.12)"
22525.wav,2,question,46,Chinese,,Chinese,"(43.88, 125.35)"
22526.wav,3,bored,35,Urdu,,Pakistani,"(51.58,-0.34)"
22528.wav,50,neutral,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
22529.wav,12,bored,56,English,Twi,British,"(51.04, 0.17)"
22531.wav,3,question,66,English,,British,"(51.477,0.190)"
22533.wav,11,excited,28,Chinese,English,Chinese,"(18.27,109.48)"
22535.wav,0,question,21,Chinese,English,Chinese,
22536.wav,5,bored,59,Hindi,English,Indian,"(19.07,72.87)"
22537.wav,7,question,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
22538.wav,70,bored,22,Marathi,English,Indian,"(18.52, 73.85)"
22541.wav,1000000,bored,34,Chinese,English,Chinese,"(30.45,121.57)"
22542.wav,12,question,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
22543.wav,10,bored,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
22545.wav,17,excited,120,Romanian,English,Romanian,"(44.33,23.79)"
22546.wav,1000,bored,73,Chinese,English,Chinese,"(31.26,121.47)"
22547.wav,7,excited,63,,,,
22548.wav,16,bored,11,English,Filipino,Filipino,"(14.67, 121.04)"
22549.wav,19,bored,64,Nepalese,English,British,"51.26, -1.08"
22552.wav,8,excited,120,Romanian,English,Romanian,"(44.33,23.79)"
22553.wav,8,neutral,117,English,,British,"(51.64, -0.13)"
22554.wav,6,neutral,32,Telugu,English,Indian,"(17.56, 78.45)"
22556.wav,14,bored,40,,,,
22557.wav,1000,bored,111,English,,British,"(51.40, 0.10)"
22558.wav,1000000000,neutral,117,English,,British,"(51.64, -0.13)"
22559.wav,3,question,42,Urdu,English,British,"(51.58, -0.27)"
22568.wav,50,neutral,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
22571.wav,1,bored,48,Gujarati,English,Indian,"(19.07, 72.87)"
22572.wav,18,neutral,11,English,Filipino,Filipino,"(14.67, 121.04)"
22576.wav,12,neutral,53,English,,British,"(51.52, -0.09)"
22577.wav,15,bored,5,English,German,British,"(51.50, -0.12)"
22578.wav,10,excited,23,English,German,British,"(51.50,0.13)"
22579.wav,70,bored,81,Tamil,English,Indian,"(12.98,80.21)"
22580.wav,80,excited,52,Chinese,English,Chinese,"(51.52,-0.04)"
22585.wav,17,excited,38,Arabic,English,British,"(51.56, -0.11)"
22587.wav,6,question,117,English,,British,"(51.64, -0.13)"
22589.wav,90,neutral,26,Hindi,English,Indian,"(24.19, 77.03)"
22591.wav,16,question,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
22593.wav,1,question,19,,,,
22594.wav,17,question,27,English,,British,"(51.54,-0.90)"
22595.wav,30,neutral,114,Sindhi,English,Irish,"(24.86,67.00)"
22596.wav,15,question,41,,,,
22599.wav,1,bored,11,English,Filipino,Filipino,"(14.67, 121.04)"
22601.wav,30,bored,71,English,,British,"(51.56, 0.07)"
22602.wav,80,bored,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
22605.wav,2,question,62,English,Yoruba,British,"(51.52, -0.04)"
22607.wav,0,neutral,1,Chinese,,Chinese,"(51.52,-0.04)"
22612.wav,3,question,42,Urdu,English,British,"(51.58, -0.27)"
22614.wav,16,question,14,Malayalam,English,Indian,"(9.98,76.28)"
22616.wav,60,neutral,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
22617.wav,50,question,120,Romanian,English,Romanian,"(44.33,23.79)"
22618.wav,18,bored,18,Spanish,English,Spanish,"(28.15,-15.42)"
22620.wav,1000000000,excited,34,Chinese,English,Chinese,"(30.45,121.57)"
22621.wav,17,neutral,78,Malayalam,English,Indian,"(51.52, -0.04)"
22622.wav,40,question,107,Bravanese,English,British,"(51.57, -0.07)"
22624.wav,90,neutral,111,English,,British,"(51.40, 0.10)"
22625.wav,9,excited,8,Chinese,English,Chinese,"(28.71, 115.90)"
22626.wav,50,bored,93,Chinese,English,Chinese,"(30.53,104.06)"
22628.wav,90,bored,5,English,German,British,"(51.50, -0.12)"
22632.wav,5,bored,42,Urdu,English,British,"(51.58, -0.27)"
22634.wav,19,neutral,62,English,Yoruba,British,"(51.52, -0.04)"
22636.wav,12,bored,88,English,Arabic,British,"(51.52,-0.22)"
22637.wav,14,excited,15,English,Tamil,Norwegian,"(51.57, 0.09)"
22641.wav,90,bored,35,Urdu,,Pakistani,"(51.58,-0.34)"
22642.wav,10,neutral,30,English,Malayalam,Indian,"(25.19, 55.29)"
22644.wav,1,neutral,18,Spanish,English,Spanish,"(28.15,-15.42)"
22646.wav,70,neutral,71,English,,British,"(51.56, 0.07)"
22648.wav,70,question,42,Urdu,English,British,"(51.58, -0.27)"
22650.wav,11,bored,56,English,Twi,British,"(51.04, 0.17)"
22651.wav,9,question,109,English,Hindi,Indian,"(28.62,77.20)"
22653.wav,8,excited,53,English,,British,"(51.52, -0.09)"
