file,emotion,gender,language,word
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_A_adios.wav,sadness,child,spanish,adios
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_B_fantastico.wav,happiness,female,spanish,fantastico
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_A_nunca.wav,anger,child,spanish,nunca
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_lento.wav,disgust,male,spanish,lento
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_ataque.wav,fear,male,spanish,ataque
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_encadenado.wav,fear,male,spanish,encadenado
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_B_celda.wav,sadness,male,spanish,celda
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_B_ensueno.wav,happiness,male,spanish,ensueno
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_B_labrador.wav,neutral,child,spanish,labrador
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_abuso.wav,fear,child,spanish,abuso
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_metralleta.wav,sadness,female,spanish,metralleta
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_A_de_nada.wav,sadness,female,spanish,de nada
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_A_lento.wav,happiness,female,spanish,lento
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_B_aficion.wav,happiness,female,spanish,aficion
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_A_de_nada.wav,fear,male,spanish,de nada
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_A_hoy.wav,fear,male,spanish,hoy
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_aguijon.wav,fear,child,spanish,aguijon
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_A_tarde.wav,anger,female,spanish,tarde
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_rosa.wav,happiness,child,spanish,rosa
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_A_derecha.wav,neutral,child,spanish,derecha
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_huracan.wav,fear,male,spanish,huracan
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_humillacion.wav,fear,child,spanish,humillacion
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_izquierda.wav,fear,female,spanish,izquierda
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_B_humillacion.wav,disgust,child,spanish,humillacion
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_A_adios.wav,anger,male,spanish,adios
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_B_monstruo.wav,disgust,male,spanish,monstruo
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_explosion.wav,fear,male,spanish,explosion
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_A_hola.wav,anger,male,spanish,hola
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_A_delante.wav,fear,male,spanish,delante
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_B_estrecho.wav,neutral,child,spanish,estrecho
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_A_delante.wav,disgust,child,spanish,delante
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_derecha.wav,neutral,male,spanish,derecha
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_A_ayer.wav,sadness,child,spanish,ayer
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_atasco.wav,anger,female,spanish,atasco
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_injusticia.wav,anger,female,spanish,injusticia
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_B_escurridizo.wav,neutral,male,spanish,escurridizo
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_basta_ya.wav,disgust,male,spanish,basta ya
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_irrespetuoso.wav,anger,female,spanish,irrespetuoso
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_A_antes.wav,neutral,child,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_B_abuso.wav,disgust,female,spanish,abuso
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_A_hoy.wav,sadness,child,spanish,hoy
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_B_antiguo.wav,happiness,male,spanish,antiguo
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_A_lento.wav,fear,male,spanish,lento
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_abandono.wav,fear,child,spanish,abandono
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_B_injusticia.wav,disgust,female,spanish,injusticia
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_baile.wav,happiness,child,spanish,baile
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_A_izquierda.wav,sadness,male,spanish,izquierda
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_si.wav,happiness,child,spanish,si
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_B_eructo.wav,disgust,male,spanish,eructo
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_antes.wav,happiness,child,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_B_paella.wav,neutral,female,spanish,paella
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_B_mojado.wav,neutral,female,spanish,mojado
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_B_delincuencia.wav,disgust,child,spanish,delincuencia
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_A_pronto.wav,anger,female,spanish,pronto
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_explosion.wav,anger,female,spanish,explosion
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_B_despistado.wav,neutral,male,spanish,despistado
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_estafa.wav,fear,child,spanish,estafa
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_B_abandono.wav,anger,male,spanish,abandono
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_ayer.wav,disgust,male,spanish,ayer
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_A_arriba.wav,neutral,child,spanish,arriba
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_B_oloroso.wav,disgust,female,spanish,oloroso
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_enganado.wav,anger,female,spanish,enganado
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_B_hondo.wav,neutral,female,spanish,hondo
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_A_ayer.wav,fear,child,spanish,ayer
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_A_rapido.wav,disgust,female,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_A_ayer.wav,sadness,male,spanish,ayer
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_A_derecha.wav,happiness,female,spanish,derecha
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_A_rapido.wav,sadness,female,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_B_boton.wav,neutral,child,spanish,boton
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_A_gracias.wav,neutral,child,spanish,gracias
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_A_si.wav,sadness,child,spanish,si
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_infarto.wav,fear,male,spanish,infarto
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_A_no.wav,happiness,female,spanish,no
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_A_arriba.wav,fear,male,spanish,arriba
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_A_delante.wav,happiness,female,spanish,delante
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_delincuencia.wav,fear,male,spanish,delincuencia
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_basta_ya.wav,happiness,child,spanish,basta ya
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_A_derecha.wav,fear,child,spanish,derecha
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_ayer.wav,fear,female,spanish,ayer
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_si.wav,neutral,male,spanish,si
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_chistoso.wav,happiness,child,spanish,chistoso
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_B_pelirrojo.wav,neutral,female,spanish,pelirrojo
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_A_detras.wav,sadness,child,spanish,detras
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_abajo.wav,happiness,child,spanish,abajo
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_ceguera.wav,anger,female,spanish,ceguera
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_A_si.wav,neutral,child,spanish,si
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_B_enojo.wav,sadness,child,spanish,enojo
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_B_amenazador.wav,disgust,child,spanish,amenazador
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_ira.wav,anger,female,spanish,ira
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_B_oruga.wav,disgust,female,spanish,oruga
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_A_nunca.wav,anger,male,spanish,nunca
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_enfriamiento.wav,sadness,female,spanish,enfriamiento
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_ataque.wav,anger,female,spanish,ataque
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_B_bebe.wav,happiness,male,spanish,bebe
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_A_adios.wav,sadness,female,spanish,adios
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_B_dificultad.wav,anger,male,spanish,dificultad
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_B_suspenso.wav,disgust,child,spanish,suspenso
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_antes.wav,neutral,male,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_B_torturado.wav,disgust,female,spanish,torturado
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_A_ayer.wav,neutral,child,spanish,ayer
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_A_detras.wav,disgust,child,spanish,detras
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_A_tarde.wav,sadness,female,spanish,tarde
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_B_furia.wav,anger,male,spanish,furia
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_B_ceguera.wav,fear,female,spanish,ceguera
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_amenazado.wav,fear,male,spanish,amenazado
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_B_impaciencia.wav,anger,male,spanish,impaciencia
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_A_no.wav,sadness,male,spanish,no
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_B_babosa.wav,neutral,male,spanish,babosa
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_A_nunca.wav,sadness,female,spanish,nunca
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_B_caprichoso.wav,disgust,male,spanish,caprichoso
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_explosivo.wav,anger,female,spanish,explosivo
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_B_elevado.wav,neutral,child,spanish,elevado
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_alarma.wav,fear,child,spanish,alarma
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_detras.wav,neutral,male,spanish,detras
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_acogedora.wav,happiness,child,spanish,acogedora
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_tristeza.wav,sadness,female,spanish,tristeza
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_impaciencia.wav,anger,child,spanish,impaciencia
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_A_fuera.wav,anger,female,spanish,fuera
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_B_dificultad.wav,fear,female,spanish,dificultad
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_A_de_nada.wav,sadness,child,spanish,de nada
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_bebe.wav,happiness,child,spanish,bebe
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_B_astuto.wav,happiness,male,spanish,astuto
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_B_abandono.wav,disgust,child,spanish,abandono
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_A_basta_ya.wav,sadness,male,spanish,basta ya
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_amenazado.wav,anger,child,spanish,amenazado
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_A_dentro.wav,neutral,child,spanish,dentro
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_tarde.wav,neutral,male,spanish,tarde
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_A_lento.wav,sadness,child,spanish,lento
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_B_hambre.wav,sadness,male,spanish,hambre
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_A_fuera.wav,fear,child,spanish,fuera
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_tarde.wav,fear,female,spanish,tarde
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_huracan.wav,sadness,female,spanish,huracan
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_A_delante.wav,anger,child,spanish,delante
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_por_favor.wav,fear,female,spanish,por favor
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_B_ansiedad.wav,anger,male,spanish,ansiedad
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_B_explosivo.wav,fear,female,spanish,explosivo
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_B_acuatico.wav,neutral,female,spanish,acuatico
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_A_abajo.wav,anger,male,spanish,abajo
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_A_izquierda.wav,anger,male,spanish,izquierda
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_coordinacion.wav,happiness,child,spanish,coordinacion
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_B_conflicto.wav,anger,male,spanish,conflicto
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_B_conflicto.wav,fear,female,spanish,conflicto
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_B_metralleta.wav,disgust,male,spanish,metralleta
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_de_nada.wav,disgust,male,spanish,de nada
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_estricto.wav,anger,female,spanish,estricto
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_celda.wav,fear,male,spanish,celda
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_ceguera.wav,anger,child,spanish,ceguera
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_A_rapido.wav,anger,male,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_A_hola.wav,neutral,child,spanish,hola
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_A_arriba.wav,anger,female,spanish,arriba
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_A_tarde.wav,happiness,male,spanish,tarde
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_A_nunca.wav,neutral,female,spanish,nunca
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_de_nada.wav,fear,female,spanish,de nada
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_B_catastrofe.wav,sadness,child,spanish,catastrofe
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_dentro.wav,neutral,male,spanish,dentro
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_B_clavel.wav,happiness,female,spanish,clavel
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_B_extenso.wav,neutral,male,spanish,extenso
